http://schema.org,Product,Don Lyle | Voyage (2019) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=640&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FK3Iov4D7_cJHlBAMOEXFGg%2Fmedium.jpg&width=640,"From Priscilla Fowler Fine Art, Don Lyle, Voyage (2019), Wood, 10 1/2 × 11 1/2 × 17 1/4 in",https://www.artsy.net/artwork/don-lyle-voyage,10 1/2 in,11 1/2 in,17 1/4 in,Don Lyle,Sculpture,2019,400,USD,https://schema.org/OutOfStock
http://schema.org,Product,"Natalie Delgado | Skarlatos' ""A comfortable Silence"" (ca. 2021) | Artsy",https://d7hftxdivxxvm.cloudfront.net?height=461&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F8hWDuhIyIqVe4F_H_AWM1Q%2Flarge.jpg&width=640,"From Priscilla Fowler Fine Art, Natalie Delgado, Skarlatos' ""A comfortable Silence"" (ca. 2021), Charcoal, 18 × 24 in",https://www.artsy.net/artwork/natalie-delgado-skarlatos-a-comfortable-silence,18 in,24 in,,Natalie Delgado,"Drawing, Collage or other Work on Paper",ca. 2021,0.1,USD,https://schema.org/OutOfStock
http://schema.org,Product,Wade Schuster | Denny's (2018) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=640&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fu-wuQ6f7WjHyyNtpY4193Q%2Flarge.jpg&width=500,"From Priscilla Fowler Fine Art, Wade Schuster, Denny's (2018), Oil on cradled panel, 11 × 14 in",https://www.artsy.net/artwork/wade-schuster-dennys,11 in,14 in,,Wade Schuster,Painting,2018,400,USD,https://schema.org/OutOfStock
http://schema.org,CreativeWork,Maia Mack | Azalea  (2017) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=480&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fa2BaZS3xJweTNVPYei-bhQ%2Flarge.jpg&width=640,"From Priscilla Fowler Fine Art, Maia Mack, Azalea  (2017), Watercolor and colored sharpie pens, 9 × 12 in",https://www.artsy.net/artwork/maia-mack-azalea,9 in,12 in,,Maia Mack,,,,,
http://schema.org,Product,Don Lyle | Elephant (2019) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=640&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F65NEwAFLkRDbaQevy-b5jg%2Flarge.jpg&width=640,"From Priscilla Fowler Fine Art, Don Lyle, Elephant (2019), Wood, 10 × 11 × 11 in",https://www.artsy.net/artwork/don-lyle-elephant,10 in,11 in,11 in,Don Lyle,Sculpture,2019,490,USD,https://schema.org/OutOfStock
http://schema.org,Product,Ken Farkash | Halo Halo (2019) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=640&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUEw3lY3CZ7FWJPfL8Go3JA%2Flarge.jpg&width=524,"From Priscilla Fowler Fine Art, Ken Farkash, Halo Halo (2019), Enamel and steel on wood panel, 10 × 8 in",https://www.artsy.net/artwork/ken-farkash-halo-halo,10 in,8 in,,Ken Farkash,Mixed Media,2019,225,USD,https://schema.org/OutOfStock
http://schema.org,CreativeWork,Maia Mack | Ramona (2017) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=480&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FnXpVArzqHw1aBPSnwlVjXw%2Flarge.jpg&width=640,"From Priscilla Fowler Fine Art, Maia Mack, Ramona (2017), Watercolor and colored sharpie pens, 9 × 12 in",https://www.artsy.net/artwork/maia-mack-ramona,9 in,12 in,,Maia Mack,,,,,
http://schema.org,CreativeWork,Maia Mack | Ignacio (2017) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=480&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Ft5YhMSFHWttQkkd7kEdGmw%2Flarge.jpg&width=640,"From Priscilla Fowler Fine Art, Maia Mack, Ignacio (2017), Watercolor and colored sharpie pens, 9 × 12 in",https://www.artsy.net/artwork/maia-mack-ignacio,9 in,12 in,,Maia Mack,,,,,
http://schema.org,Product,Charles Livingston | Infinite Drawing Series 1/28/08 (2008) | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=480&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-lPDG-HZX5kaIVcw_frFdQ%2Flarge.jpg&width=640,"From Priscilla Fowler Fine Art, Charles Livingston, Infinite Drawing Series 1/28/08 (2008), Micron pen on tracing paper, 19 1/2 × 31 1/2 in",https://www.artsy.net/artwork/charles-livingston-infinite-drawing-series-1-slash-28-slash-08,19 1/2 in,31 1/2 in,,Charles Livingston,"Drawing, Collage or other Work on Paper",2008,1000,USD,https://schema.org/OutOfStock
http://schema.org,Product,David Baird | Lament #2 (2021) | Available for Sale | Artsy,https://d7hftxdivxxvm.cloudfront.net?height=640&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FPV4YrbSrzOKZgdGYA5HvSA%2Flarge.jpg&width=337,"Available for sale from Priscilla Fowler Fine Art, David Baird, Lament #2 (2021), Mixed media on cardboard, 32 × 16 × 1 in",https://www.artsy.net/artwork/david-baird-lament-number-2,32 in,16 in,1 in,David Baird,Mixed Media,2021,475,USD,https://schema.org/InStock
